provenance_record_id,cid,compound_id,herb_id,herb_name,tcmsp_mol_id,evidence_tier,match_confidence,match_method,source_database,source_locator,source_snapshot,adjudication_status
TCMSP-ADJ-0000001,19,CMP-PUBCHEM-19,HERB-0157,月季花,MOL012790,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=6209;herb_position=1,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000002,51,CMP-PUBCHEM-51,HERB-0295,砂仁,MOL007523,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=3911;herb_position=1,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000003,72,CMP-PUBCHEM-72,HERB-0011,丹参,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=11,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000004,72,CMP-PUBCHEM-72,HERB-0020,京大戟,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=39,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000005,72,CMP-PUBCHEM-72,HERB-0022,人参叶,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=55,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000006,72,CMP-PUBCHEM-72,HERB-0023,仙桃草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=68,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000007,72,CMP-PUBCHEM-72,HERB-0029,佛手,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=18,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000008,72,CMP-PUBCHEM-72,HERB-0046,凤仙透骨草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=17,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000009,72,CMP-PUBCHEM-72,HERB-0053,北五味子,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=6,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000010,72,CMP-PUBCHEM-72,HERB-0064,半夏,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=4,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000011,72,CMP-PUBCHEM-72,HERB-0065,半枝莲,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=5,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000012,72,CMP-PUBCHEM-72,HERB-0077,四季青,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=63,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000013,72,CMP-PUBCHEM-72,HERB-0083,地耳草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=12,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000014,72,CMP-PUBCHEM-72,HERB-0089,墨旱莲,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=49,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000015,72,CMP-PUBCHEM-72,HERB-0097,大血藤,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=10,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000016,72,CMP-PUBCHEM-72,HERB-0105,天山雪莲,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=65,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000017,72,CMP-PUBCHEM-72,HERB-0120,小蓟,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=70,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000018,72,CMP-PUBCHEM-72,HERB-0122,山慈菇,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=59,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000019,72,CMP-PUBCHEM-72,HERB-0125,山茱萸,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=60,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000020,72,CMP-PUBCHEM-72,HERB-0142,广枣,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=22,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000021,72,CMP-PUBCHEM-72,HERB-0149,拳参,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=54,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000022,72,CMP-PUBCHEM-72,HERB-0157,月季花,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=76,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000023,72,CMP-PUBCHEM-72,HERB-0159,木瓜,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=50,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000024,72,CMP-PUBCHEM-72,HERB-0165,杜仲,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=14,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000025,72,CMP-PUBCHEM-72,HERB-0166,杜仲叶,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=15,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000026,72,CMP-PUBCHEM-72,HERB-0169,松花粉,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=64,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000027,72,CMP-PUBCHEM-72,HERB-0180,栀子,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=78,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000028,72,CMP-PUBCHEM-72,HERB-0182,桂枝,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=24,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000029,72,CMP-PUBCHEM-72,HERB-0184,桑叶,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=58,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000030,72,CMP-PUBCHEM-72,HERB-0197,槲寄生,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=27,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000031,72,CMP-PUBCHEM-72,HERB-0210,泽兰,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=77,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000032,72,CMP-PUBCHEM-72,HERB-0219,海金沙,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=25,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000033,72,CMP-PUBCHEM-72,HERB-0223,满山红,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=46,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000034,72,CMP-PUBCHEM-72,HERB-0227,灯盏细辛,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=80,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000035,72,CMP-PUBCHEM-72,HERB-0232,牛蒡子,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=51,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000036,72,CMP-PUBCHEM-72,HERB-0239,猕猴桃根,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=48,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000037,72,CMP-PUBCHEM-72,HERB-0247,玉米须,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=73,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000038,72,CMP-PUBCHEM-72,HERB-0253,瓦松,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=67,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000039,72,CMP-PUBCHEM-72,HERB-0256,甘草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=19,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000040,72,CMP-PUBCHEM-72,HERB-0262,白及,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=2,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000041,72,CMP-PUBCHEM-72,HERB-0276,白蔹,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=3,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000042,72,CMP-PUBCHEM-72,HERB-0292,石菖蒲,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=61,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000043,72,CMP-PUBCHEM-72,HERB-0294,石韦,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=62,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000044,72,CMP-PUBCHEM-72,HERB-0325,翻白草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=16,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000045,72,CMP-PUBCHEM-72,HERB-0326,老鹳草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=40,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000046,72,CMP-PUBCHEM-72,HERB-0329,肉豆蔻,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=56,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000047,72,CMP-PUBCHEM-72,HERB-0330,肿节风,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=79,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000048,72,CMP-PUBCHEM-72,HERB-0334,胡黄连,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=26,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000049,72,CMP-PUBCHEM-72,HERB-0342,芫荽,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=75,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000050,72,CMP-PUBCHEM-72,HERB-0346,苍耳子,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=7,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000051,72,CMP-PUBCHEM-72,HERB-0365,草果,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=8,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000052,72,CMP-PUBCHEM-72,HERB-0379,菝葜,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=1,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000053,72,CMP-PUBCHEM-72,HERB-0388,蒲黄,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=52,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000054,72,CMP-PUBCHEM-72,HERB-0393,蔓荆子,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=47,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000055,72,CMP-PUBCHEM-72,HERB-0394,蕤仁,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=57,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000056,72,CMP-PUBCHEM-72,HERB-0400,虎杖,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=29,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000057,72,CMP-PUBCHEM-72,HERB-0401,虎耳草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=28,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000058,72,CMP-PUBCHEM-72,HERB-0404,蝉蜕,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=9,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000059,72,CMP-PUBCHEM-72,HERB-0411,豆蔻,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=13,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000060,72,CMP-PUBCHEM-72,HERB-0426,郁李仁,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=74,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000061,72,CMP-PUBCHEM-72,HERB-0431,金樱子,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=37,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000062,72,CMP-PUBCHEM-72,HERB-0432,金沸草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=33,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000063,72,CMP-PUBCHEM-72,HERB-0433,金盏菊花,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=38,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000064,72,CMP-PUBCHEM-72,HERB-0434,金荞麦,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=35,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000065,72,CMP-PUBCHEM-72,HERB-0435,金莲花,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=34,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000066,72,CMP-PUBCHEM-72,HERB-0437,金银花,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=36,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000067,72,CMP-PUBCHEM-72,HERB-0440,铁线透骨草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=66,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000068,72,CMP-PUBCHEM-72,HERB-0441,银杏叶,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=71,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000069,72,CMP-PUBCHEM-72,HERB-0454,青果,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=53,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000070,72,CMP-PUBCHEM-72,HERB-0466,香附,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=69,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000071,72,CMP-PUBCHEM-72,HERB-0473,骨碎补,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=21,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000072,72,CMP-PUBCHEM-72,HERB-0474,高良姜,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=20,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000073,72,CMP-PUBCHEM-72,HERB-0476,鬼针草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=23,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000074,72,CMP-PUBCHEM-72,HERB-0477,鱼腥草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=72,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000075,72,CMP-PUBCHEM-72,HERB-0480,鸡血藤,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=32,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000076,72,CMP-PUBCHEM-72,HERB-0481,鸡骨草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=31,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000077,72,CMP-PUBCHEM-72,HERB-0486,鹿衔草,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=42,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000078,72,CMP-PUBCHEM-72,HERB-0487,麦芽,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=45,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000079,72,CMP-PUBCHEM-72,HERB-0488,麻黄,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=43,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000080,72,CMP-PUBCHEM-72,HERB-0489,麻黄根,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=44,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000081,72,CMP-PUBCHEM-72,HERB-0494,黄药子,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=30,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000082,72,CMP-PUBCHEM-72,HERB-0502,龙葵,MOL000105,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=77;herb_position=41,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000083,91,CMP-PUBCHEM-91,HERB-0165,杜仲,MOL009018,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=4636;herb_position=1,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000084,91,CMP-PUBCHEM-91,HERB-0166,杜仲叶,MOL009018,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=4636;herb_position=2,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000085,101,CMP-PUBCHEM-101,HERB-0182,桂枝,MOL010549,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=5256;herb_position=1,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000086,107,CMP-PUBCHEM-107,HERB-0036,八角茴香,MOL000340,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=224;herb_position=1,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000087,107,CMP-PUBCHEM-107,HERB-0171,枇杷叶,MOL000340,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=224;herb_position=7,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000088,107,CMP-PUBCHEM-107,HERB-0182,桂枝,MOL000340,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=224;herb_position=4,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000089,107,CMP-PUBCHEM-107,HERB-0197,槲寄生,MOL000340,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=224;herb_position=6,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000090,107,CMP-PUBCHEM-107,HERB-0206,沉香,MOL000340,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=224;herb_position=3,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000091,107,CMP-PUBCHEM-107,HERB-0314,红花,MOL000340,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=224;herb_position=5,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000092,107,CMP-PUBCHEM-107,HERB-0369,荜茇,MOL000340,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=224;herb_position=2,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000093,125,CMP-PUBCHEM-125,HERB-0122,山慈菇,MOL006927,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=3624;herb_position=2,2025-07-18,accepted_direct_relation
TCMSP-ADJ-0000094,125,CMP-PUBCHEM-125,HERB-0277,白薇,MOL006927,primary_direct,direct_source_identifier_relation,direct_pubchem_cid_and_herb_relation_from_TCMSP_molecule_page,TCMSP,tcmsp_molecules.csv#row=3624;herb_position=1,2025-07-18,accepted_direct_relation
