cid,has_tcmsp_mapping,herb_count,herb_names,tcmsp_mol_id_count,tcmsp_mol_ids,unique_edge_count,evidence_tiers,provenance_status
100528,1,3,牛蒡子 | 络石藤 | 连翘,1,MOL000522,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
100572,1,1,木香,1,MOL010831,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
100630,1,1,香加皮,1,MOL005692,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
100633,1,1,附子,1,MOL002398,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
100659,1,1,矮地茶,1,MOL010973,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
100753,1,1,番泻叶,1,MOL002359,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
100771,1,1,厚朴,1,MOL005972,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
100801,1,1,灯心草,1,MOL007910,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101211,1,1,鹿衔草,1,MOL000563,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101257,1,3,京大戟 | 甘遂 | 雷丸,1,MOL002596,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101301,1,1,延胡索,1,MOL004195,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101341,1,1,瓦松,1,MOL007599,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101364,1,1,南沙参,1,MOL003448,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101405,1,4,浙贝母 | 石菖蒲 | 芦根 | 雷公藤,1,MOL003171,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101612,1,3,两面针 | 没药 | 细辛,1,MOL000986,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101746,1,1,黑芝麻,1,MOL009834,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101749,1,2,海风藤 | 辛夷,1,MOL000313,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101761,1,6,一枝黄花 | 冰片 | 川槿皮 | 苦丁茶 | 菊花 | 金盏菊花,1,MOL006091,6,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101807,1,1,当归,1,MOL008286,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101977,1,16,北五味子 | 干姜 | 木香 | 玫瑰花 | 玳玳花 | 生姜 | 紫苏子 | 细辛 | 艾叶 | 芫荽 | 豆蔻 | 辛夷 | 辣椒 | 金银花 | 香茅 | 麻黄,1,MOL000267,16,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
102023,1,1,麻黄,1,MOL010785,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
102024,1,3,荆芥 | 蛇床子 | 麻黄,1,MOL003594,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
104361,1,1,墨旱莲,1,MOL003399,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
104654,1,1,倒扣草,1,MOL008310,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
105118,1,1,丹参,1,MOL007061,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
105119,1,1,丹参,1,MOL007037,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
105727,1,1,天葵子,1,MOL011355,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107428,1,1,黄药子,1,MOL009779,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107526,1,15,土贝母 | 大枣 | 天竺黄 | 小通草 | 桑枝 | 沙棘 | 泽泻 | 瓜蒌 | 绞股蓝 | 绿豆 | 通草 | 金樱子 | 金荞麦 | 金银花 | 香附,1,MOL000734,15,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107561,1,11,乌敛莓 | 乌药 | 乳香 | 厚朴 | 地枫皮 | 淫羊藿 | 胡椒 | 花椒 | 薄荷 | 覆盆子 | 麻黄,1,MOL000205,11,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107568,1,1,玳玳花,1,MOL010527,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107689,1,1,砂仁,1,MOL007532,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107848,1,6,杜仲 | 栀子 | 玄参 | 白花蛇舌草 | 车前子 | 鸡屎藤,1,MOL004557,6,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107905,1,1,余甘子,1,MOL006820,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107936,1,3,白鲜皮 | 黄柏 | 黄连,1,MOL002664,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107971,1,5,川牛膝 | 淡豆豉 | 葛根 | 葛花 | 黑豆,1,MOL009720,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107982,1,2,生姜 | 辣椒,1,MOL008698,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
108064,1,1,龙胆,1,MOL003134,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
108104,1,1,前胡,1,MOL013107,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
108125,1,1,紫菀,1,MOL010468,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
108168,1,2,木通 | 马兜铃,1,MOL010804,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
108213,1,2,白茅根 | 黄芪,1,MOL000387,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
108625,1,1,南沙参,1,MOL003447,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
109010,1,2,巴戟天 | 赤芍,1,MOL006991,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
111050,1,1,绿豆,1,MOL007345,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
111220,1,1,款冬花,1,MOL010041,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
111274,1,1,佛手,1,MOL013257,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
111470,1,1,西红花,1,MOL001381,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
111509,1,1,厚朴,1,MOL005959,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
111664,1,1,荷叶,1,MOL007221,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
111739,1,1,冬葵果,1,MOL008338,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
113640,1,1,冬葵果,1,MOL008340,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
114627,1,1,骨碎补,1,MOL009088,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
114703,1,3,党参 | 柴胡 | 西洋参,1,MOL004623,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
114776,1,13,夏枯草 | 山楂叶 | 檀香 | 水红花子 | 相思子 | 胡芦巴 | 蔓荆子 | 败酱草 | 香茅 | 鸡血藤 | 鸭跖草 | 麦芽 | 龙胆,1,MOL000498,13,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
114829,1,10,三七 | 垂盆草 | 板蓝根 | 淫羊藿 | 漏芦 | 甘草 | 红芪 | 葛花 | 降香 | 黄精,1,MOL001792,10,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
114917,1,2,丹参 | 前胡,1,MOL007157,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
115012,1,8,山豆根 | 槐花 | 胡芦巴 | 花生衣 | 苦参 | 葛根 | 鸡骨草 | 黑豆,1,MOL003641,8,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
115049,1,2,凤尾草 | 龙葵,1,MOL006347,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
115067,1,1,山慈菇,1,MOL007986,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
115247,1,1,牵牛子,1,MOL005257,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
115250,1,2,牛大力 | 鹅不食草,1,MOL001508,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
117158,1,1,海藻,1,MOL010575,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
117440,1,1,桃仁,1,MOL001372,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
117443,1,2,柴胡 | 荜澄茄,1,MOL013187,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
117549,1,1,满山红,1,MOL012418,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
117754,1,2,辣椒 | 防风,1,MOL008743,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
118495,1,1,云芝,1,MOL012807,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
118529,1,1,薤白,1,MOL007649,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119034,1,5,前胡 | 委陵菜 | 枸骨叶 | 积雪草 | 葎草,1,MOL007253,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119039,1,1,佩兰,1,MOL000593,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119205,1,5,了哥王根 | 牛蒡子 | 石上柏 | 络石藤 | 连翘,1,MOL000537,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119242,1,11,广藿香 | 灯盏细辛 | 矮地茶 | 葎草 | 赤芍 | 金沸草 | 雷丸 | 青蒿 | 鬼箭羽 | 鸡屎藤 | 鸡血藤,1,MOL000463,11,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119258,1,2,土茯苓 | 菝葜,1,MOL004575,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119268,1,2,海桐皮 | 牵牛子,1,MOL000457,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119301,1,1,亚麻子,1,MOL005708,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119307,1,5,三七 | 人参 | 人参叶 | 红参 | 西洋参,1,MOL005344,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119444,1,2,川牛膝 | 白毛夏枯草,1,MOL012288,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119458,1,1,八角莲,1,MOL001698,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119586,1,1,芫荽,1,MOL012152,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
119908,1,2,天山雪莲 | 草乌,1,MOL004752,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
120290,1,1,贯众,1,MOL002621,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
120678,1,1,艾叶,1,MOL005742,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
120699,1,1,浙贝母,1,MOL004450,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
120700,1,1,马勃,1,MOL013041,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
120734,1,1,夏天无,1,MOL000780,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
120742,1,1,金沸草,1,MOL013016,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
121667,1,1,茯苓,1,MOL000304,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
121677,1,7,厚朴 | 枸杞子 | 肉桂 | 菊花 | 银杏叶 | 零陵香 | 黄芩,1,MOL003535,7,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
121712,1,3,三七 | 人参 | 西洋参,1,MOL005319,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
121738,1,1,鸡屎藤,1,MOL010599,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122045,1,1,乳香,1,MOL001257,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122159,1,2,山药 | 海风藤,1,MOL000322,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122484,1,2,木香 | 百合,1,MOL009489,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122485,1,4,柴胡 | 生姜 | 芫荽 | 辛夷,1,MOL004680,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122635,1,4,大黄 | 百合 | 虎杖 | 连翘,1,MOL003353,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122640,1,1,鱼腥草,1,MOL004359,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122667,1,1,八角莲,1,MOL001716,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122724,1,2,南蛇藤果 | 雷公藤,1,MOL003186,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122738,1,3,枇杷叶 | 金荞麦 | 骨碎补,1,MOL007283,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122841,1,2,决明子 | 贯众,1,MOL002608,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122844,1,12,八角茴香 | 大枣 | 大皂荚 | 山茱萸 | 白头翁 | 皂角刺 | 肿节风 | 葎草 | 路路通 | 连翘 | 金樱子 | 鼠曲草,1,MOL001996,12,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122850,1,7,土茯苓 | 木棉花 | 枳椇子 | 水红花子 | 菊花 | 菝葜 | 麻黄根,1,MOL004569,7,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
122881,1,1,木鳖子,1,MOL012371,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
123123,1,1,金银花,1,MOL003007,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
123388,1,1,薤白,1,MOL007622,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
123494,1,2,薤白 | 韭菜子,1,MOL007632,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
124021,1,3,余甘子 | 大黄 | 泽漆,1,MOL006832,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
124034,1,3,酸枣仁 | 青叶胆 | 麻黄,1,MOL001541,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
124039,1,2,白鲜皮 | 苦楝皮,1,MOL006258,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
124049,1,1,甘草,1,MOL004910,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
124052,1,2,甘草 | 苦杏仁,1,MOL004908,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
124062,1,2,巴戟天 | 茜草,1,MOL006158,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
124211,1,1,黄芩,1,MOL002927,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
124258,1,2,菊花 | 骨碎补,1,MOL009066,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
124879,1,1,天花粉,1,MOL006761,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
125296,1,1,沉香,1,MOL010494,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
125468,1,7,倒扣草 | 南鹤虱 | 巴豆 | 牛蒡子 | 牵牛子 | 白芷 | 辣椒,1,MOL001639,7,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
125776,1,1,刀豆,1,MOL010525,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
126072,1,1,丹参,1,MOL007152,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
126312,1,3,三七 | 红参 | 西洋参,1,MOL007501,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
126634,1,1,雷公藤,1,MOL003212,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
127790,1,1,降香,1,MOL002981,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
128558,1,1,延胡索,1,MOL004235,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
128576,1,1,木通,1,MOL010802,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
128839,1,2,使君子 | 拳参,1,MOL007951,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
128994,1,2,丹参 | 黄柏,1,MOL002651,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
129670,1,2,沉香 | 黄连,1,MOL002895,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
130117,1,2,莪术 | 郁金,1,MOL000903,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
131420,1,1,黄芪,1,MOL000411,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
131457,1,1,平贝母,1,MOL010184,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
132113,1,1,灵芝,1,MOL011258,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
132415,1,1,茜草,1,MOL006172,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
132521,1,1,巴戟天,1,MOL009499,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
132567,1,1,仙茅,1,MOL004124,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
132568,1,1,仙茅,1,MOL004120,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
132759,1,1,金莲花,1,MOL007268,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
133145,1,1,益智,1,MOL009357,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
133323,1,3,延胡索 | 苦地丁 | 草乌,1,MOL004763,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
133504,1,1,花椒,1,MOL013275,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
133534,1,1,牵牛子,1,MOL005258,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
133590,1,3,党参 | 天葵子 | 泽泻,1,MOL000835,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
133766,1,1,雷公藤,1,MOL003184,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
133867,1,1,甘草,1,MOL004840,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
134279,1,1,龙葵,1,MOL007359,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
135255,1,1,凤尾草,1,MOL006351,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
135309,1,3,罗汉果 | 芫荽 | 辣椒,1,MOL008669,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
135872,1,1,丹参,1,MOL007041,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
136322,1,1,桂枝,1,MOL010555,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
136330,1,14,乳香 | 山柰 | 当归 | 栀子 | 没药 | 淫羊藿 | 玳玳花 | 细辛 | 胡椒 | 艾叶 | 菊花 | 辛夷 | 银杏叶 | 鸡血藤,1,MOL000478,14,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
136419,1,2,甘草 | 葛花,1,MOL004976,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
136435,1,1,半夏,1,MOL006945,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
136449,1,1,黑豆,1,MOL009723,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
136745,1,1,蔓荆子,1,MOL011904,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
136880,1,1,木瓜,1,MOL005113,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
137928,1,1,金樱子,1,MOL008629,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
138219,1,1,高良姜,1,MOL002570,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
138507,1,2,丁香 | 升麻,1,MOL013222,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
138578,1,1,乳香,1,MOL001236,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
139144,1,2,巴戟天 | 杜仲,1,MOL009523,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
139728,1,1,佛手,1,MOL013262,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
140110,1,1,青果,1,MOL006703,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
140213,1,3,人参 | 木贼 | 枇杷叶,1,MOL005293,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
140332,1,1,佛手,1,MOL013245,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
140334,1,1,生姜,1,MOL006119,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
140362,1,1,松节,1,MOL005410,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
140955,1,2,罗布麻叶 | 西红花,1,MOL001375,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
141082,1,1,白芍,1,MOL001937,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
141153,1,1,海金沙,1,MOL002877,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
141274,1,1,华山参,1,MOL011086,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
141979,1,2,人参 | 矮地茶,1,MOL005303,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
141998,1,2,厚朴 | 枸杞子,1,MOL005960,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
142131,1,1,木香,1,MOL010816,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
142832,1,1,海金沙,1,MOL002869,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
143685,1,1,玫瑰花,1,MOL010721,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
143689,1,1,麻黄,1,MOL010770,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
143841,1,1,常山,1,MOL008167,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
144130,1,1,黑豆,1,MOL009686,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
145025,1,1,甘草,1,MOL004944,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
145659,1,4,化橘红 | 板蓝根 | 枳实 | 青皮,1,MOL001803,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
145937,1,1,昆布,1,MOL010616,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
146093,1,1,荠菜,1,MOL013306,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
146101,1,1,巴戟天,1,MOL009493,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
146102,1,2,木棉花 | 沉香,1,MOL008766,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
146515,1,1,槐花,1,MOL005935,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
146798,1,3,枇杷叶 | 赤小豆 | 鹿衔草,1,MOL000573,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
147111,1,1,天山雪莲,1,MOL009300,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
147113,1,1,马兜铃,1,MOL012395,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
147157,1,1,白茅根,1,MOL001876,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
147279,1,1,两面针,1,MOL005105,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
147295,1,1,大黄,1,MOL002241,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
147299,1,2,枇杷叶 | 金荞麦,1,MOL007284,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
147394,1,3,荆芥 | 荆芥穗 | 麻黄,1,MOL011875,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
147621,1,1,虎杖,1,MOL013293,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
148299,1,1,枇杷叶,1,MOL012551,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
148675,1,1,金荞麦,1,MOL007298,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
148724,1,2,两面针 | 白头翁,1,MOL001997,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
149436,1,1,黑豆,1,MOL009722,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
149782,1,1,茜草,1,MOL006166,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
150736,1,2,无患子皮 | 沙棘,1,MOL010224,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
150863,1,1,香加皮,1,MOL005683,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
150893,1,1,陈皮,1,MOL005811,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
151014,1,1,吴茱萸,1,MOL003977,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
151138,1,2,杜仲 | 杜仲叶,2,MOL009059 | MOL012324,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
151202,1,7,丹参 | 女贞子 | 白头翁 | 皂角刺 | 茜草 | 草苁蓉 | 雷公藤,1,MOL002001,7,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
151257,1,1,半夏,1,MOL006949,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
151319,1,1,椿皮,1,MOL006305,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
151670,1,1,百部,1,MOL009397,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
152304,1,1,苦楝皮,1,MOL010634,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
152430,1,1,射干,1,MOL003751,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
153441,1,2,柴胡 | 黄芩,1,MOL002936,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
153845,1,3,姜黄 | 莪术 | 郁金,1,MOL000898,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
153942,1,1,郁金,1,MOL004327,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
153984,1,1,紫草,1,MOL007715,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
154167,1,1,郁金,1,MOL004239,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
154168,1,1,郁金,1,MOL004240,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
154373,1,3,杜仲 | 杜仲叶 | 蔓荆子,1,MOL009034,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
154417,1,6,三分三 | 华山参 | 地骨皮 | 天仙子 | 枸杞子 | 洋金花,2,MOL001552 | MOL005406,6,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155011,1,1,决明子,1,MOL006472,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155054,1,1,天葵子,1,MOL011343,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155165,1,1,高良姜,1,MOL002550,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155173,1,1,金沸草,1,MOL013014,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155206,1,2,荷叶 | 麻黄,1,MOL007214,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155248,1,2,桑叶 | 桑白皮,1,MOL003857,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155380,1,1,决明子,1,MOL006475,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155692,1,2,大枣 | 酸枣仁,1,MOL001540,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155882,1,1,车前草,1,MOL007780,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
155948,1,3,党参 | 白术 | 罂粟壳,1,MOL000045,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
156155,1,1,淡豆豉,1,MOL011686,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
156179,1,1,花椒,1,MOL013266,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
156517,1,1,肉豆蔻,1,MOL009247,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
156660,1,5,干姜 | 紫苏 | 蒿本 | 防风 | 高良姜,1,MOL002520,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
156992,1,1,黄芩,1,MOL002908,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
