cid,has_tcmsp_mapping,herb_count,herb_names,tcmsp_mol_id_count,tcmsp_mol_ids,unique_edge_count,evidence_tiers,provenance_status
19,1,1,月季花,1,MOL012790,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
51,1,1,砂仁,1,MOL007523,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
72,1,80,丹参 | 京大戟 | 人参叶 | 仙桃草 | 佛手 | 凤仙透骨草 | 北五味子 | 半夏 | 半枝莲 | 四季青 | 地耳草 | 墨旱莲 | 大血藤 | 天山雪莲 | 小蓟 | 山慈菇 | 山茱萸 | 广枣 | 拳参 | 月季花 | 木瓜 | 杜仲 | 杜仲叶 | 松花粉 | 栀子 | 桂枝 | 桑叶 | 槲寄生 | 泽兰 | 海金沙 | 满山红 | 灯盏细辛 | 牛蒡子 | 猕猴桃根 | 玉米须 | 瓦松 | 甘草 | 白及 | 白蔹 | 石菖蒲 | 石韦 | 翻白草 | 老鹳草 | 肉豆蔻 | 肿节风 | 胡黄连 | 芫荽 | 苍耳子 | 草果 | 菝葜 | 蒲黄 | 蔓荆子 | 蕤仁 | 虎杖 | 虎耳草 | 蝉蜕 | 豆蔻 | 郁李仁 | 金樱子 | 金沸草 | 金盏菊花 | 金荞麦 | 金莲花 | 金银花 | 铁线透骨草 | 银杏叶 | 青果 | 香附 | 骨碎补 | 高良姜 | 鬼针草 | 鱼腥草 | 鸡血藤 | 鸡骨草 | 鹿衔草 | 麦芽 | 麻黄 | 麻黄根 | 黄药子 | 龙葵,1,MOL000105,80,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
91,1,2,杜仲 | 杜仲叶,1,MOL009018,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
101,1,1,桂枝,1,MOL010549,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
107,1,7,八角茴香 | 枇杷叶 | 桂枝 | 槲寄生 | 沉香 | 红花 | 荜茇,1,MOL000340,7,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
125,1,2,山慈菇 | 白薇,1,MOL006927,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
126,1,19,半枝莲 | 天葵子 | 川楝子 | 木贼 | 松花粉 | 板蓝根 | 猫爪草 | 生姜 | 白及 | 百合 | 石见穿 | 砂仁 | 芦根 | 芫花 | 葛花 | 葶苈子 | 蒲黄 | 蒿本 | 金荞麦,1,MOL001843,19,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
174,1,1,麦芽,1,MOL010847,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
177,1,5,前胡 | 小茴香 | 牛膝 | 紫花前胡 | 辣椒,1,MOL008680,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
180,1,5,木蝴蝶 | 桑叶 | 竹沥 | 花椒 | 葛花,1,MOL004472,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
240,1,64,一枝黄花 | 丁香 | 侧柏叶 | 凌霄花 | 北刘寄奴 | 升麻 | 半夏 | 半枝莲 | 吴茱萸 | 安息香 | 山柰 | 巴戟天 | 常山 | 广藿香 | 徐长卿 | 断血流 | 木蝴蝶 | 松节 | 枇杷叶 | 柴胡 | 桂枝 | 桑叶 | 桑寄生 | 梅花 | 满山红 | 火麻仁 | 牛膝 | 牛蒡子 | 牵牛子 | 玫瑰花 | 白芷 | 瞿麦 | 矮地茶 | 石菖蒲 | 紫苏 | 紫苏子 | 罗布麻叶 | 羌活 | 肉桂 | 肉苁蓉 | 胡椒 | 芫花 | 芫荽 | 苦丁茶 | 苦杏仁 | 苦楝子 | 荆芥 | 荆芥穗 | 荔枝核 | 菊花 | 葎草 | 葛花 | 葶苈子 | 赤芍 | 辣椒 | 金银花 | 防己 | 防风 | 降香 | 零陵香 | 香薷 | 麻黄 | 黄柏 | 黄芩,1,MOL000708,64,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
241,1,5,安息香 | 枇杷叶 | 牛蒡子 | 荷叶 | 麻黄,1,MOL007222,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
248,1,8,地骨皮 | 枸杞子 | 水飞蓟 | 灵芝 | 牛膝 | 蚕沙 | 麦芽 | 黄芪,1,MOL000430,8,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
261,1,6,当归 | 桑叶 | 茵陈 | 蚕沙 | 西河柳 | 辣椒,1,MOL004734,6,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
263,1,10,党参 | 凌霄花 | 半边莲 | 天葵子 | 桑叶 | 桑白皮 | 灯盏细辛 | 甘草 | 银杏叶 | 降香,1,MOL002943,10,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
264,1,11,党参 | 当归 | 桑叶 | 沙棘 | 泽漆 | 白果 | 罗汉果 | 肉苁蓉 | 葛花 | 葱白 | 银杏叶,1,MOL008284,11,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
289,1,13,化橘红 | 半夏 | 大枣 | 月季花 | 杜仲 | 白果 | 红花 | 草果 | 荷叶 | 西红花 | 银杏叶 | 香附 | 黑芝麻,1,MOL000089,13,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
323,1,28,仙鹤草 | 北沙参 | 厚朴 | 大风子 | 山茱萸 | 山豆根 | 广枣 | 柴胡 | 桂枝 | 沙棘 | 白芷 | 皂角刺 | 紫花前胡 | 罗汉果 | 羌活 | 肉桂 | 艾叶 | 苎麻根 | 菝葜 | 虎杖 | 虎耳草 | 覆盆子 | 金莲花 | 防风 | 青蒿 | 鹅不食草 | 麻黄 | 黄芪,1,MOL000431,28,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
325,1,8,吴茱萸 | 威灵仙 | 砂仁 | 花椒 | 菊花 | 辛夷 | 香薷 | 麻黄,1,MOL003948,8,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
326,1,18,乌药 | 乳香 | 厚朴 | 当归 | 柴胡 | 桂枝 | 没药 | 独活 | 细辛 | 艾叶 | 芫荽 | 花椒 | 菊花 | 覆盆子 | 郁金 | 防风 | 香薷 | 麻黄,1,MOL000974,18,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
332,1,26,丁香 | 凌霄花 | 厚朴 | 吴茱萸 | 威灵仙 | 川芎 | 布渣叶 | 板蓝根 | 枇杷叶 | 枸杞子 | 柴胡 | 海金沙 | 独活 | 白芷 | 百合 | 紫苏 | 罗汉果 | 芫荽 | 苦楝子 | 葛花 | 蒿本 | 赤芍 | 银杏叶 | 零陵香 | 鸡屎藤 | 黄柏,1,MOL001752,26,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
335,1,8,凌霄花 | 升麻 | 当归 | 桂枝 | 桑叶 | 竹沥 | 葛花 | 黄柏,1,MOL004479,8,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
338,1,27,一枝黄花 | 八角茴香 | 北沙参 | 南蛇藤果 | 大青叶 | 广枣 | 板蓝根 | 玳玳花 | 白芍 | 竹沥 | 紫菀 | 红花 | 芫荽 | 茵陈 | 荷叶 | 葛花 | 赤芍 | 车前草 | 金沸草 | 金盏菊花 | 铁线透骨草 | 青果 | 青蒿 | 香附 | 鬼针草 | 黄精 | 龙胆,1,MOL001801,27,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
340,1,1,沙棘,1,MOL010218,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
341,1,12,丹参 | 五倍子 | 余甘子 | 川槿皮 | 玳玳花 | 白蔹 | 草乌叶 | 葎草 | 金荞麦 | 骨碎补 | 鹿衔草 | 麦芽,1,MOL000569,12,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
342,1,11,决明子 | 天南星 | 木香 | 桑叶 | 没药 | 独活 | 竹沥 | 葛花 | 银杏叶 | 零陵香 | 黑豆,1,MOL001050,11,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
356,1,11,人参 | 川芎 | 木贼 | 桑叶 | 牵牛子 | 甘草 | 花椒 | 菊花 | 银杏叶 | 防风 | 黄芩,1,MOL002137,11,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
359,1,1,鸡血藤,1,MOL000484,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
370,1,54,五倍子 | 仙鹤草 | 余甘子 | 使君子 | 凤眼草 | 刀豆 | 前胡 | 半夏 | 地锦草 | 大腹皮 | 大黄 | 天南星 | 委陵菜 | 山茱萸 | 广枣 | 拳参 | 景天三七 | 月季花 | 木瓜 | 枳椇子 | 柿蒂 | 槐角 | 款冬花 | 水红花子 | 泽漆 | 满山红 | 灯盏细辛 | 牡丹皮 | 玫瑰花 | 瓦松 | 白芍 | 白蔹 | 相思子 | 石榴皮 | 罗布麻叶 | 翻白草 | 老鹳草 | 芫荽 | 花椒 | 草苁蓉 | 荷叶 | 菝葜 | 萹蓄 | 葛花 | 蕤仁 | 虎杖 | 虎耳草 | 西河柳 | 覆盆子 | 诃子 | 赤芍 | 路路通 | 青果 | 黑芝麻,1,MOL000513,54,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
379,1,50,三七 | 余甘子 | 党参 | 冬葵果 | 凌霄花 | 千金子 | 升麻 | 厚朴 | 四季青 | 天南星 | 天葵子 | 威灵仙 | 巴戟天 | 巴豆 | 徐长卿 | 木蝴蝶 | 枇杷叶 | 柴胡 | 桂枝 | 桑椹 | 沙棘 | 灵芝 | 牛膝 | 玳玳花 | 生姜 | 白果 | 白附子 | 竹节参 | 紫苏 | 细辛 | 绞股蓝 | 羌活 | 芫荽 | 苦楝子 | 茯苓 | 薏苡仁 | 西河柳 | 西洋参 | 西红花 | 覆盆子 | 辣椒 | 金银花 | 银杏叶 | 锦灯笼 | 防风 | 青果 | 马齿苋 | 麻黄 | 黄柏 | 黄芩,1,MOL000303,50,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
454,1,27,三七花 | 千金子 | 南沙参 | 南蛇藤果 | 天南星 | 川芎 | 巴戟天 | 干姜 | 柴胡 | 桑寄生 | 沙棘 | 玫瑰花 | 生姜 | 白芷 | 百合 | 砂仁 | 紫苏 | 细辛 | 羌活 | 芫荽 | 苦楝子 | 葛花 | 蒿本 | 辣椒 | 防风 | 陈皮 | 香橼,1,MOL000710,27,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
460,1,22,乌梅 | 凌霄花 | 升麻 | 厚朴 | 威灵仙 | 当归 | 柴胡 | 桂枝 | 桑叶 | 梅花 | 洋金花 | 矮地茶 | 竹沥 | 紫苏 | 绞股蓝 | 罗汉果 | 芦根 | 芫荽 | 银杏叶 | 降香 | 黄柏 | 黑豆,1,MOL002983,22,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
568,1,6,升麻 | 山茱萸 | 枇杷叶 | 菊花 | 零陵香 | 麻黄,1,MOL005513,6,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
588,1,1,椿皮,1,MOL006291,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
649,1,1,蚕沙,1,MOL004740,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
660,1,1,枇杷叶,1,MOL012591,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
670,1,2,竹沥 | 花椒,1,MOL004462,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
681,1,2,山药 | 马齿苋,1,MOL005442,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
700,1,1,木香,1,MOL010823,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
702,1,8,杜仲叶 | 桑叶 | 牛膝 | 生姜 | 紫苏 | 辣椒 | 香茅 | 麻黄,1,MOL000776,8,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
753,1,12,人参叶 | 木瓜 | 木香 | 板蓝根 | 柴胡 | 桑椹 | 沙棘 | 海金沙 | 生姜 | 白附子 | 百合 | 砂仁,1,MOL001732,12,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
760,1,1,红花,1,MOL002686,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
768,1,1,苦杏仁,1,MOL010924,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
774,1,2,商陆 | 白屈菜,1,MOL001464,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
780,1,2,半夏 | 苦参,1,MOL006597,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
785,1,17,三棱 | 半夏 | 卷柏 | 广枣 | 景天三七 | 木瓜 | 枸骨叶 | 满山红 | 胡黄连 | 苍耳子 | 虎耳草 | 赤芍 | 金银花 | 闹羊花 | 鸡屎藤 | 鹿衔草 | 黑芝麻,1,MOL000579,17,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
790,1,3,半夏 | 板蓝根 | 雷公藤,1,MOL001831,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
798,1,10,升麻 | 巴戟天 | 板蓝根 | 枇杷叶 | 罗汉果 | 芫荽 | 葛花 | 蚕沙 | 金银花 | 降香,1,MOL001773,10,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
802,1,4,伊贝母 | 大枣 | 板蓝根 | 蚕沙,1,MOL001841,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
873,1,1,泽漆,1,MOL013384,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
878,1,2,枇杷叶 | 莱菔子,1,MOL010678,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
887,1,2,巴戟天 | 竹沥,1,MOL004477,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
892,1,19,云芝 | 天南星 | 木通 | 桑叶 | 槲寄生 | 玉米须 | 白附子 | 积雪草 | 罂粟壳 | 老鹳草 | 臭梧桐 | 苦杏仁 | 草乌叶 | 荔枝核 | 败酱草 | 金莲花 | 金银花 | 铁线透骨草 | 青果,5,MOL000149 | MOL001690 | MOL003873 | MOL005076 | MOL005570,19,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
931,1,23,丁香 | 人参叶 | 伸筋草 | 倒扣草 | 南蛇藤果 | 安息香 | 柴胡 | 桂枝 | 桑叶 | 桑椹 | 满山红 | 猫爪草 | 紫苏 | 细辛 | 芫荽 | 菊花 | 辛夷 | 金荞麦 | 银杏叶 | 防风 | 零陵香 | 麻黄 | 黄柏,1,MOL003493,23,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
936,1,5,冬虫夏草 | 土茯苓 | 沙棘 | 泽泻 | 绿豆,1,MOL000857,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
957,1,19,乳香 | 天南星 | 巴戟天 | 杜仲 | 柴胡 | 牛膝 | 独活 | 生姜 | 白芷 | 瞿麦 | 芫荽 | 苦杏仁 | 苦楝子 | 莱菔子 | 西洋参 | 金银花 | 银杏叶 | 零陵香 | 麻黄,1,MOL001285,19,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
980,1,1,白果,1,MOL011047,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
984,1,11,巴戟天 | 木棉花 | 木瓜 | 柴胡 | 沙棘 | 玉米须 | 玫瑰花 | 芫荽 | 苦楝子 | 莱菔子 | 鼠曲草,1,MOL005120,11,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
985,1,239,丁香 | 三七 | 三棱 | 三白草 | 丹参 | 乌敛莓 | 乌梅 | 乌药 | 乳香 | 云芝 | 亚麻子 | 人参 | 人参叶 | 仙茅 | 伸筋草 | 余甘子 | 佛手 | 使君子 | 侧柏叶 | 倒扣草 | 党参 | 冬葵果 | 冬虫夏草 | 凤尾草 | 前胡 | 功劳木 | 化橘红 | 十大功劳叶 | 千年健 | 千斤拔 | 千金子 | 升麻 | 半夏 | 半枝莲 | 半边莲 | 南瓜子 | 南蛇藤果 | 厚朴 | 吴茱萸 | 商陆 | 四季青 | 土茯苓 | 土贝母 | 地耳草 | 地肤子 | 地锦草 | 地骨皮 | 垂盆草 | 夏枯草 | 大枣 | 大蓟 | 大青叶 | 天仙子 | 天冬 | 天南星 | 天葵子 | 太子参 | 威灵仙 | 娑罗子 | 小茴香 | 山茱萸 | 川乌 | 川木通 | 川楝子 | 川槿皮 | 川牛膝 | 川芎 | 川贝母 | 巴戟天 | 巴豆 | 布渣叶 | 常山 | 干姜 | 平贝母 | 广枣 | 广藿香 | 当归 | 徐长卿 | 斑蝥 | 无患子 | 昆布 | 月季花 | 木棉花 | 木蝴蝶 | 木鳖子 | 杜仲 | 杜仲叶 | 板蓝根 | 枇杷叶 | 枸杞子 | 柏子仁 | 柴胡 | 桂枝 | 桑叶 | 桑椹 | 桑白皮 | 桔梗 | 梧桐子 | 楮实子 | 槟榔 | 槲寄生 | 橘核 | 檀香 | 款冬花 | 水红花子 | 水飞蓟 | 沉香 | 沙棘 | 沙苑子 | 泽漆 | 浮萍 | 满山红 | 漏芦 | 火麻仁 | 牛大力 | 牛膝 | 牛蒡子 | 牡荆子 | 牵牛子 | 独活 | 猫爪草 | 玉竹 | 玉米须 | 王不留行 | 玳玳花 | 瓜蒌 | 甘松 | 甘遂 | 甜瓜子 | 生姜 | 白前 | 白扁豆 | 白术 | 白果 | 白芷 | 白茅根 | 白蔹 | 白薇 | 白附子 | 皂荚子 | 皂角刺 | 益智 | 益母草 | 瞿麦 | 石菖蒲 | 砂仁 | 禹州漏芦 | 积雪草 | 紫花地丁 | 紫苏 | 紫苏子 | 紫草 | 紫菀 | 红参 | 红花 | 细辛 | 绞股蓝 | 罗汉果 | 羌活 | 肉桂 | 肿节风 | 胖大海 | 胡椒 | 芡实 | 芥子 | 芦荟 | 芫花 | 芫荽 | 花椒 | 苍耳子 | 苘麻子 | 苦杏仁 | 苦楝子 | 茯苓 | 荆芥 | 荆芥穗 | 草乌 | 荔枝核 | 荜澄茄 | 荜茇 | 荠菜 | 荷叶 | 莱菔子 | 菊花 | 菝葜 | 葎草 | 葛花 | 葶苈子 | 蒿本 | 薄荷 | 薏苡仁 | 薤白 | 虎耳草 | 蛇床子 | 西河柳 | 西洋参 | 西红花 | 诃子 | 谷精草 | 败酱草 | 赤芍 | 辛夷 | 辣椒 | 连翘 | 连钱草 | 郁金 | 金樱子 | 金荞麦 | 金莲花 | 金银花 | 铁丝威灵仙 | 银杏叶 | 银柴胡 | 防风 | 降香 | 零陵香 | 雷公藤 | 青果 | 青葙子 | 韭菜子 | 预知子 | 香加皮 | 香薷 | 马勃 | 马鞭草 | 马齿苋 | 高良姜 | 鬼针草 | 鸡冠花 | 鸡屎藤 | 鹅不食草 | 麻黄 | 黄柏 | 黄芩 | 黄芪 | 黄药子 | 黑豆 | 鼠曲草 | 龙脷叶,1,MOL000069,239,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
995,1,20,伸筋草 | 升麻 | 南沙参 | 山茱萸 | 巴戟天 | 广藿香 | 木香 | 枇杷叶 | 枸杞子 | 枸骨叶 | 槟榔 | 满山红 | 独活 | 紫苏 | 葎草 | 虎耳草 | 西河柳 | 银杏叶 | 零陵香 | 麻黄,1,MOL003484,20,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
997,1,1,安息香,1,MOL012194,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
998,1,52,三七花 | 仙茅 | 侧柏叶 | 八角莲 | 凌霄花 | 升麻 | 半枝莲 | 南蛇藤果 | 厚朴 | 安息香 | 巴戟天 | 常山 | 徐长卿 | 木蝴蝶 | 枇杷叶 | 柴胡 | 桂枝 | 桑叶 | 桑寄生 | 沙棘 | 海金沙 | 火麻仁 | 灵芝 | 牛蒡子 | 甘松 | 白芷 | 白附子 | 瞿麦 | 矮地茶 | 紫花地丁 | 紫苏 | 红花 | 绞股蓝 | 罗汉果 | 肉苁蓉 | 艾叶 | 芥子 | 芫荽 | 荔枝核 | 菊花 | 葎草 | 葶苈子 | 蒿本 | 蚕沙 | 辣椒 | 金银花 | 银杏叶 | 零陵香 | 鸡屎藤 | 鹅不食草 | 黄芩 | 鼠曲草,1,MOL000714,52,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1001,1,1,黄柏,1,MOL002645,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1031,1,1,半边莲,1,MOL012215,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1032,1,7,桑叶 | 牛蒡子 | 白果 | 竹沥 | 罗布麻叶 | 鸡屎藤 | 黑豆,1,MOL004470,7,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1044,1,1,泽漆,1,MOL013420,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1045,1,2,化橘红 | 麦芽,1,MOL010856,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1049,1,2,柴胡 | 银杏叶,1,MOL011602,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1054,1,2,西洋参 | 麦芽,1,MOL011440,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1057,1,10,千金子 | 杜仲 | 泽漆 | 白芍 | 芫荽 | 草果 | 蒿本 | 虎耳草 | 赤芍 | 青果,1,MOL000106,10,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1060,1,3,荠菜 | 蒲黄 | 辣椒,1,MOL006109,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1068,1,5,沙棘 | 肉苁蓉 | 薄荷 | 辣椒 | 黑芝麻,1,MOL008699,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1102,1,1,辣椒,1,MOL008724,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1103,1,3,南鹤虱 | 断血流 | 麦芽,1,MOL005850,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1135,1,6,半夏 | 天南星 | 川贝母 | 平贝母 | 海藻 | 苍耳子,1,MOL006953,6,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1140,1,19,仙茅 | 侧柏叶 | 厚朴 | 枇杷叶 | 桑椹 | 檀香 | 牛蒡子 | 牵牛子 | 生姜 | 砂仁 | 紫苏子 | 罗汉果 | 菊花 | 葛花 | 辣椒 | 银杏叶 | 韭菜子 | 麻黄 | 黑芝麻,1,MOL002031,19,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1146,1,3,川芎 | 枇杷叶 | 细辛,1,MOL002156,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1150,1,1,麦芽,1,MOL010859,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1174,1,12,冬虫夏草 | 半夏 | 吴茱萸 | 川芎 | 川贝母 | 板蓝根 | 款冬花 | 海藻 | 瓦松 | 苍耳子 | 蚕沙 | 附子,1,MOL001744,12,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1175,1,2,鸡骨草 | 黑豆,1,MOL009750,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1183,1,45,丁香 | 乳香 | 凤眼草 | 大青叶 | 大风子 | 天冬 | 威灵仙 | 安息香 | 山茱萸 | 川楝子 | 川芎 | 当归 | 木贼 | 板蓝根 | 柴胡 | 桑叶 | 桑白皮 | 椿皮 | 槟榔 | 檀香 | 火麻仁 | 灯心草 | 瓜蒌 | 生姜 | 百部 | 石见穿 | 砂仁 | 罗汉果 | 芫荽 | 苏合香 | 苦楝子 | 苦楝皮 | 茄根 | 茵陈 | 葛花 | 蒿本 | 薏苡仁 | 西河柳 | 辣椒 | 银柴胡 | 陈皮 | 香加皮 | 高良姜 | 鬼箭羽 | 黄柏,1,MOL000635,45,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1188,1,1,玫瑰花,1,MOL010716,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1382,1,1,巴戟天,1,MOL009501,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1491,1,4,京大戟 | 天葵子 | 淫羊藿 | 胖大海,1,MOL004418,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1663,1,1,桑椹,1,MOL010292,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1832,1,1,吴茱萸,1,MOL004024,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
1941,1,1,马兜铃,1,MOL012394,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2015,1,1,南沙参,1,MOL003473,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2130,1,1,乳香,1,MOL001216,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2214,1,12,射干 | 川射干 | 徐长卿 | 柴胡 | 牡丹皮 | 白薇 | 紫花地丁 | 罗布麻叶 | 胡黄连 | 荆芥 | 银柴胡 | 麻黄,1,MOL002786,12,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2230,1,1,槟榔,1,MOL010492,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2236,1,3,寻骨风 | 防己 | 马兜铃,1,MOL002346,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2331,1,1,款冬花,1,MOL010042,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2345,1,15,乌药 | 南沙参 | 吴茱萸 | 安息香 | 枇杷叶 | 桂枝 | 梅花 | 瞿麦 | 石菖蒲 | 羌活 | 肉桂 | 芥子 | 菊花 | 赤芍 | 金银花,1,MOL003032,15,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2355,1,23,前胡 | 化橘红 | 北沙参 | 商陆 | 天山雪莲 | 小茴香 | 枳实 | 桑叶 | 橘红 | 檀香 | 独活 | 生姜 | 白芷 | 石菖蒲 | 紫花前胡 | 羌活 | 芫荽 | 花椒 | 蒿本 | 蛇床子 | 防风 | 香薷 | 马齿苋,1,MOL001945,23,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2368,1,1,马齿苋,1,MOL006655,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2519,1,6,仙茅 | 冬虫夏草 | 吴茱萸 | 枸骨叶 | 梧桐子 | 雷公藤,1,MOL003973,6,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2543,1,1,火麻仁,1,MOL005028,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2682,1,9,川贝母 | 当归 | 枇杷叶 | 独活 | 白芷 | 羌活 | 芫荽 | 苦楝子 | 鬼针草,1,MOL004791,9,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2758,1,69,丁香 | 仙鹤草 | 伸筋草 | 佩兰 | 八角茴香 | 冰片 | 凌霄花 | 北五味子 | 北刘寄奴 | 千斤拔 | 南蛇藤果 | 厚朴 | 地枫皮 | 夏枯草 | 天南星 | 安息香 | 小茴香 | 山柰 | 川芎 | 干姜 | 断血流 | 木棉花 | 柴胡 | 桂枝 | 桑叶 | 桑寄生 | 桑椹 | 满山红 | 牡荆叶 | 牡荆子 | 甘松 | 生姜 | 砂仁 | 积雪草 | 紫花地丁 | 紫苏 | 紫苏子 | 细辛 | 肉桂 | 胡椒 | 芫荽 | 花椒 | 苏合香 | 荆芥 | 草果 | 荜茇 | 菊花 | 蔓荆子 | 薄荷 | 覆盆子 | 豆蔻 | 败酱草 | 辛夷 | 连钱草 | 郁金 | 银杏叶 | 防风 | 降香 | 青蒿 | 香薷 | 香附 | 马兜铃 | 马鞭草 | 高良姜 | 鸡屎藤 | 鹅不食草 | 麻黄 | 黄芩 | 黑老虎,1,MOL000122,69,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
2775,1,5,佛手 | 北五味子 | 半边莲 | 柴胡 | 香橼,1,MOL004678,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
